URI,wareki,year
nij02-nijl_nijl_nijl_azumakagami_0000016457,建仁三年九月五日,C.E. 1203-10-11
nij02-nijl_nijl_nijl_azumakagami_0000016836,元久元年七月十九日,C.E. 1204-08-15
nij02-nijl_nijl_nijl_azumakagami_0000020129,建保五年十一月十七日,C.E. 1217-12-17
nij02-nijl_nijl_nijl_azumakagami_0000002382,寿永三年正月二十三日,C.E. 1184-03-07
nij02-nijl_nijl_nijl_azumakagami_0000010465,建久元年五月三日,C.E. 1190-06-07
nij02-nijl_nijl_nijl_azumakagami_0000026347,延応二年正月五日,C.E. 1240-01-30
nij02-nijl_nijl_nijl_azumakagami_0000029247,宝治元年五月二十七日,C.E. 1247-07-01
nij02-nijl_nijl_nijl_azumakagami_0000030505,建長二年三月一日,C.E. 1250-04-04
nij02-nijl_nijl_nijl_azumakagami_0000005377,文治二年二月二十五日,C.E. 1186-03-17
nij02-nijl_nijl_nijl_azumakagami_0000028162,寛元二年八月十七日,C.E. 1244-09-20
nij02-nijl_nijl_nijl_azumakagami_0000040719,補遺・貞応三年十二月二十日,
nij02-nijl_nijl_nijl_azumakagami_0000002025,養和二年五月十二日,C.E. 1182-06-14
nij02-nijl_nijl_nijl_azumakagami_0000011538,建久二年正月一日,C.E. 1191-01-27
nij02-nijl_nijl_nijl_azumakagami_0000042766,補遺・延応元年七月二日,
nij02-nijl_nijl_nijl_azumakagami_0000012010,建久二年八月一日,C.E. 1191-08-22
nij02-nijl_nijl_nijl_azumakagami_0000005964,文治二年五月二十五日,C.E. 1186-06-14
nij02-nijl_nijl_nijl_azumakagami_0000030870,建長二年八月一日,C.E. 1250-08-29
nij02-nijl_nijl_nijl_azumakagami_0000034840,康元元年十一月二日,C.E. 1256-11-20
nij02-nijl_nijl_nijl_azumakagami_0000019926,建保四年閏六月十四日,C.E. 1216-07-30
nij02-nijl_nijl_nijl_azumakagami_0000001363,治承五年正月十八日,C.E. 1181-02-03
nij02-nijl_nijl_nijl_azumakagami_0000033320,建長五年四月二十日,C.E. 1253-05-18
nij02-nijl_nijl_nijl_azumakagami_0000037531,文応元年十一月二十七日,C.E. 1260-12-30
nij02-nijl_nijl_nijl_azumakagami_0000013691,建久五年五月五日,C.E. 1194-05-26
nij02-nijl_nijl_nijl_azumakagami_0000024618,嘉禎二年八月四日,C.E. 1236-09-05
nij02-nijl_nijl_nijl_azumakagami_0000031693,建長三年八月二十一日,C.E. 1251-09-08
nij02-nijl_nijl_nijl_azumakagami_0000006837,文治三年三月十九日,C.E. 1187-04-29
nij02-nijl_nijl_nijl_azumakagami_0000005620,文治二年三月十三日,C.E. 1186-04-04
nij02-nijl_nijl_nijl_azumakagami_0000026472,仁治元年四月二十七日／五月一日条別巻／五月二日条別巻／五月四日条別巻／五月六日条別巻／五月七日条別巻／五月十一日条別巻／五月十二日条別巻／五月十四日条別巻／五月二十日条別巻／五月二十五日条別巻／六月一日条別巻／六月二日条別巻／六月八日条別巻／六月九日条別巻／六月十一日条別巻／六月十五日条別巻／六月十六日条別巻／六月十七日条別巻／六月十八日条別巻／六月二十二日条別巻／六月二十四日条別巻／六月二十五日条別巻／七月一日条別巻／七月四日条別巻／七月八日条別巻／七月九日条別巻／七月十一日条別巻／七月十三日条別巻／仁治元年七月二十六日条別巻／七月二十七日条別巻／八月二日条別巻／八月三日条別巻／八月四日条別巻／八月五日条別巻／八月六日条別巻,C.E. 1240-05-20
nij02-nijl_nijl_nijl_azumakagami_0000039281,弘長三年八月九日,C.E. 1263-09-12
nij02-nijl_nijl_nijl_azumakagami_0000042954,補遺・延応二年七月八日,
nij02-nijl_nijl_nijl_azumakagami_0000033833,建長六年閏五月一日,C.E. 1254-06-17
nij02-nijl_nijl_nijl_azumakagami_0000020852,承久二年十二月二日,C.E. 1220-12-28
nij02-nijl_nijl_nijl_azumakagami_0000012470,建久三年四月二十八日,C.E. 1192-06-09
nij02-nijl_nijl_nijl_azumakagami_0000034314,建長八年正月十六日,C.E. 1256-02-13
nij02-nijl_nijl_nijl_azumakagami_0000042263,補遺・寛喜三年十一月十日,
nij02-nijl_nijl_nijl_azumakagami_0000040957,補遺・嘉禄元年九月十二日,
nij02-nijl_nijl_nijl_azumakagami_0000039718,文永二年正月二十日,C.E. 1265-02-07
nij02-nijl_nijl_nijl_azumakagami_0000027069,仁治二年十一月二十一日,C.E. 1241-12-24
nij02-nijl_nijl_nijl_azumakagami_0000008209,文治四年七月二十八日,C.E. 1188-08-22
nij02-nijl_nijl_nijl_azumakagami_0000027391,寛元元年七月十七日,C.E. 1243-08-04
nij02-nijl_nijl_nijl_azumakagami_0000019938,建保四年閏六月二十四日／二十九日条別巻,C.E. 1216-08-09
nij02-nijl_nijl_nijl_azumakagami_0000033236,建長五年正月十六日,C.E. 1253-02-15
nij02-nijl_nijl_nijl_azumakagami_0000005323,文治二年二月六日,C.E. 1186-02-26
nij02-nijl_nijl_nijl_azumakagami_0000037921,文応二年正月二十六日,C.E. 1261-02-26
nij02-nijl_nijl_nijl_azumakagami_0000034106,建長六年十二月二十三日,C.E. 1255-02-01
nij02-nijl_nijl_nijl_azumakagami_0000025905,暦仁元年十一月二十九日,C.E. 1239-01-05
nij02-nijl_nijl_nijl_azumakagami_0000026123,延応元年七月二十日,C.E. 1239-08-20
nij02-nijl_nijl_nijl_azumakagami_0000037444,文応元年十一月十九日,C.E. 1260-12-22
nij02-nijl_nijl_nijl_azumakagami_0000006423,文治二年八月十五日,C.E. 1186-09-29
nij02-nijl_nijl_nijl_azumakagami_0000042990,補遺・仁治元年八月二日,
nij02-nijl_nijl_nijl_azumakagami_0000030748,建長二年三月二十六日,C.E. 1250-04-29
nij02-nijl_nijl_nijl_azumakagami_0000029576,宝治元年六月二十二日,C.E. 1247-07-25
nij02-nijl_nijl_nijl_azumakagami_0000023780,文暦二年二月四日,C.E. 1235-02-22
nij02-nijl_nijl_nijl_azumakagami_0000020559,建保七年正月二十七日,C.E. 1219-02-13
nij02-nijl_nijl_nijl_azumakagami_0000014179,建久六年二月九日,C.E. 1195-03-22
nij02-nijl_nijl_nijl_azumakagami_0000013269,建久四年六月七日,C.E. 1193-07-07
nij02-nijl_nijl_nijl_azumakagami_0000024642,嘉禎二年八月九日,C.E. 1236-09-10
nij02-nijl_nijl_nijl_azumakagami_0000002810,元暦元年四月二十日,C.E. 1184-05-31
nij02-nijl_nijl_nijl_azumakagami_0000012269,建久二年十二月十九日,C.E. 1192-01-05
nij02-nijl_nijl_nijl_azumakagami_0000009627,文治五年九月十七日,C.E. 1189-10-28
nij02-nijl_nijl_nijl_azumakagami_0000024765,嘉禎三年正月二日,C.E. 1237-01-29
nij02-nijl_nijl_nijl_azumakagami_0000009203,文治五年八月七日,C.E. 1189-09-18
nij02-nijl_nijl_nijl_azumakagami_0000007338,文治三年九月二十日,C.E. 1187-10-23
nij02-nijl_nijl_nijl_azumakagami_0000005113,文治元年十二月二十三日,C.E. 1186-01-15
nij02-nijl_nijl_nijl_azumakagami_0000036983,正元二年二月二十日,C.E. 1260-04-02
nij02-nijl_nijl_nijl_azumakagami_0000018750,建暦三年三月三十日,C.E. 1213-04-22
nij02-nijl_nijl_nijl_azumakagami_0000018673,建暦三年二月十六日,C.E. 1213-03-09
nij02-nijl_nijl_nijl_azumakagami_0000007857,文治四年三月二十一日,C.E. 1188-04-19
nij02-nijl_nijl_nijl_azumakagami_0000020701,承久元年七月十九日,C.E. 1219-08-30
nij02-nijl_nijl_nijl_azumakagami_0000008365,文治四年十月二十五日,C.E. 1188-11-15
nij02-nijl_nijl_nijl_azumakagami_0000022739,寛喜二年五月二十一日,C.E. 1230-07-03
nij02-nijl_nijl_nijl_azumakagami_0000006316,文治二年閏七月二日,C.E. 1186-08-18
nij02-nijl_nijl_nijl_azumakagami_0000037155,正元二年四月三日,C.E. 1260-05-14
nij02-nijl_nijl_nijl_azumakagami_0000014460,建久六年四月五日,C.E. 1195-05-16
nij02-nijl_nijl_nijl_azumakagami_0000019064,建暦三年五月六日,C.E. 1213-05-27
nij02-nijl_nijl_nijl_azumakagami_0000025476,嘉禎四年二月二十三日,C.E. 1238-03-10
nij02-nijl_nijl_nijl_azumakagami_0000018533,建暦二年十月十一日,C.E. 1212-11-05
nij02-nijl_nijl_nijl_azumakagami_0000040629,補遺・貞応二年正月二十五日,
nij02-nijl_nijl_nijl_azumakagami_0000013862,建久五年閏八月一日,C.E. 1194-09-16
nij02-nijl_nijl_nijl_azumakagami_0000006269,文治二年七月十五日,C.E. 1186-08-01
nij02-nijl_nijl_nijl_azumakagami_0000010787,建久元年九月十七日,C.E. 1190-10-17
nij02-nijl_nijl_nijl_azumakagami_0000004884,文治元年十一月十五日,C.E. 1185-12-08
nij02-nijl_nijl_nijl_azumakagami_0000026728,仁治二年三月六日,C.E. 1241-04-18
nij02-nijl_nijl_nijl_azumakagami_0000025370,嘉禎四年二月十七日,C.E. 1238-03-04
nij02-nijl_nijl_nijl_azumakagami_0000009114,文治五年七月十九日,C.E. 1189-09-01
nij02-nijl_nijl_nijl_azumakagami_0000016351,建仁三年七月二十五日,C.E. 1203-09-02
nij02-nijl_nijl_nijl_azumakagami_0000034029,建長六年十月六日,C.E. 1254-11-17
nij02-nijl_nijl_nijl_azumakagami_0000000410,治承四年八月十一日,C.E. 1180-09-02
nij02-nijl_nijl_nijl_azumakagami_0000009921,文治五年十一月二十四日,C.E. 1190-01-02
nij02-nijl_nijl_nijl_azumakagami_0000004148,元暦二年五月二十四日,C.E. 1185-06-23
nij02-nijl_nijl_nijl_azumakagami_0000036321,正嘉二年六月四日,C.E. 1258-07-06
nij02-nijl_nijl_nijl_azumakagami_0000009952,文治五年十二月九日,C.E. 1190-01-16
nij02-nijl_nijl_nijl_azumakagami_0000015676,正治二年十一月四日,C.E. 1200-12-11
nij02-nijl_nijl_nijl_azumakagami_0000031130,建長三年十二月二十九日,C.E. 1252-02-10
nij02-nijl_nijl_nijl_azumakagami_0000033439,建長五年八月十五日,C.E. 1253-09-09
nij02-nijl_nijl_nijl_azumakagami_0000005921,文治二年五月十三日,C.E. 1186-06-02
nij02-nijl_nijl_nijl_azumakagami_0000004760,文治元年十月二十四日,C.E. 1185-11-17
nij02-nijl_nijl_nijl_azumakagami_0000002776,寿永三年四月十一日,C.E. 1184-05-22
nij02-nijl_nijl_nijl_azumakagami_0000007016,文治三年四月二十九日,C.E. 1187-06-07
nij02-nijl_nijl_nijl_azumakagami_0000003606,元暦二年二月十九日,C.E. 1185-03-22
nij02-nijl_nijl_nijl_azumakagami_0000036263,正嘉二年六月四日,C.E. 1258-07-06
nij02-nijl_nijl_nijl_azumakagami_0000042421,補遺・貞永元年閏九月二十六日,
nij02-nijl_nijl_nijl_azumakagami_0000004371,元暦二年七月二十九日,C.E. 1185-08-26
nij02-nijl_nijl_nijl_azumakagami_0000030145,宝治二年十月六日,C.E. 1248-10-23
nij02-nijl_nijl_nijl_azumakagami_0000035835,正嘉二年正月二日,C.E. 1258-02-06
nij02-nijl_nijl_nijl_azumakagami_0000012865,建久三年十二月十一日,C.E. 1193-01-15
nij02-nijl_nijl_nijl_azumakagami_0000004273,元暦二年六月二十日,C.E. 1185-07-18
nij02-nijl_nijl_nijl_azumakagami_0000008229,文治四年八月十七日,C.E. 1188-09-09
nij02-nijl_nijl_nijl_azumakagami_0000039415,弘長三年八月十五日,C.E. 1263-09-18
nij02-nijl_nijl_nijl_azumakagami_0000014016,建久五年十一月二十一日,C.E. 1195-01-04
nij02-nijl_nijl_nijl_azumakagami_0000041124,補遺・嘉禄元年十二月二十日,
nij02-nijl_nijl_nijl_azumakagami_0000021719,承久四年正月七日,C.E. 1222-02-19
nij02-nijl_nijl_nijl_azumakagami_0000003239,元暦元年十一月二十三日,C.E. 1184-12-27
nij02-nijl_nijl_nijl_azumakagami_0000037850,文応二年正月七日,C.E. 1261-02-07
nij02-nijl_nijl_nijl_azumakagami_0000042179,補遺・寛喜二年十一月七日,
nij02-nijl_nijl_nijl_azumakagami_0000027392,寛元元年七月十七日,C.E. 1243-08-04
nij02-nijl_nijl_nijl_azumakagami_0000041967,補遺・安貞二年十月十九日,
nij02-nijl_nijl_nijl_azumakagami_0000000486,治承四年八月十八日,C.E. 1180-09-09
nij02-nijl_nijl_nijl_azumakagami_0000013735,建久五年六月二十八日,C.E. 1194-07-17
nij02-nijl_nijl_nijl_azumakagami_0000012479,建久三年五月一日,C.E. 1192-06-12
nij02-nijl_nijl_nijl_azumakagami_0000008109,文治四年六月五日,C.E. 1188-06-30
nij02-nijl_nijl_nijl_azumakagami_0000025958,暦仁二年正月一日,C.E. 1239-02-06
nij02-nijl_nijl_nijl_azumakagami_0000036931,正元二年二月四日,C.E. 1260-03-17
nij02-nijl_nijl_nijl_azumakagami_0000016430,建仁三年九月二日,C.E. 1203-10-08
nij02-nijl_nijl_nijl_azumakagami_0000023538,文暦二年六月二十九日,C.E. 1235-07-15
nij02-nijl_nijl_nijl_azumakagami_0000029336,宝治元年六月五日,C.E. 1247-07-08
nij02-nijl_nijl_nijl_azumakagami_0000039664,文永二年正月一日,C.E. 1265-01-19
nij02-nijl_nijl_nijl_azumakagami_0000012038,建久二年八月七日,C.E. 1191-08-28
nij02-nijl_nijl_nijl_azumakagami_0000031765,建長三年十月十九日,C.E. 1251-12-03
nij02-nijl_nijl_nijl_azumakagami_0000013988,建久五年十一月七日,C.E. 1194-12-21
nij02-nijl_nijl_nijl_azumakagami_0000001409,治承五年二月十二日,C.E. 1181-02-27
nij02-nijl_nijl_nijl_azumakagami_0000004614,文治元年十月十八日,C.E. 1185-11-11
nij02-nijl_nijl_nijl_azumakagami_0000029479,宝治元年六月八日,C.E. 1247-07-11
nij02-nijl_nijl_nijl_azumakagami_0000040607,補遺・貞応二年正月二十日,
nij02-nijl_nijl_nijl_azumakagami_0000018921,建暦三年五月三日,C.E. 1213-05-24
nij02-nijl_nijl_nijl_azumakagami_0000027715,寛元二年四月二十一日,C.E. 1244-05-29
nij02-nijl_nijl_nijl_azumakagami_0000010154,文治六年二月十一日,C.E. 1190-03-18
nij02-nijl_nijl_nijl_azumakagami_0000040907,補遺・嘉禄元年六月二十一日,
nij02-nijl_nijl_nijl_azumakagami_0000037291,文応元年七月六日,C.E. 1260-08-14
nij02-nijl_nijl_nijl_azumakagami_0000041768,補遺・嘉禄三年九月九日,
nij02-nijl_nijl_nijl_azumakagami_0000005779,文治二年四月五日,C.E. 1186-04-25
nij02-nijl_nijl_nijl_azumakagami_0000019764,建保三年十一月二十四日,C.E. 1215-12-16
nij02-nijl_nijl_nijl_azumakagami_0000020084,建保五年五月二十七日／二十九日条別巻,C.E. 1217-07-02
nij02-nijl_nijl_nijl_azumakagami_0000016392,建仁三年九月二日,C.E. 1203-10-08
nij02-nijl_nijl_nijl_azumakagami_0000041196,補遺・嘉禄二年正月八日,
nij02-nijl_nijl_nijl_azumakagami_0000042779,補遺・延応元年七月十五日,
nij02-nijl_nijl_nijl_azumakagami_0000002741,寿永三年四月六日,C.E. 1184-05-17
nij02-nijl_nijl_nijl_azumakagami_0000027879,寛元二年九月三日,C.E. 1244-10-06
nij02-nijl_nijl_nijl_azumakagami_0000009008,文治五年七月一日,C.E. 1189-08-14
nij02-nijl_nijl_nijl_azumakagami_0000012578,建久三年七月二十六日,C.E. 1192-09-04
nij02-nijl_nijl_nijl_azumakagami_0000005049,文治元年十二月六日,C.E. 1185-12-29
nij02-nijl_nijl_nijl_azumakagami_0000024858,嘉禎三年四月十九日,C.E. 1237-05-15
nij02-nijl_nijl_nijl_azumakagami_0000019232,建暦三年七月二十三日,C.E. 1213-08-11
nij02-nijl_nijl_nijl_azumakagami_0000012880,建久三年十二月十一日,C.E. 1193-01-15
nij02-nijl_nijl_nijl_azumakagami_0000031214,建長三年正月五日,C.E. 1251-01-28
nij02-nijl_nijl_nijl_azumakagami_0000031090,建長二年十二月二十七日,C.E. 1251-01-20
nij02-nijl_nijl_nijl_azumakagami_0000033389,建長五年七月九日,C.E. 1253-08-04
nij02-nijl_nijl_nijl_azumakagami_0000032499,建長四年五月十九日,C.E. 1252-06-27
nij02-nijl_nijl_nijl_azumakagami_0000028669,寛元三年十月十五日,C.E. 1245-11-05
nij02-nijl_nijl_nijl_azumakagami_0000016172,建仁二年九月十五日,C.E. 1202-10-02
nij02-nijl_nijl_nijl_azumakagami_0000019315,建暦三年八月二十日,C.E. 1213-09-06
nij02-nijl_nijl_nijl_azumakagami_0000039159,弘長三年八月四日,C.E. 1263-09-07
nij02-nijl_nijl_nijl_azumakagami_0000040390,補遺・建保三年十一月二十一日,
nij02-nijl_nijl_nijl_azumakagami_0000020522,建保七年正月二十七日,C.E. 1219-02-13
nij02-nijl_nijl_nijl_azumakagami_0000027930,寛元二年袖書,C.E. 1244-02-10
nij02-nijl_nijl_nijl_azumakagami_0000036560,正嘉二年八月十九日,C.E. 1258-09-17
nij02-nijl_nijl_nijl_azumakagami_0000009417,文治五年八月二十六日,C.E. 1189-10-07
nij02-nijl_nijl_nijl_azumakagami_0000032402,建長四年四月十七日,C.E. 1252-05-26
nij02-nijl_nijl_nijl_azumakagami_0000009855,文治五年十一月三日,C.E. 1189-12-12
nij02-nijl_nijl_nijl_azumakagami_0000001693,治承五年七月五日,C.E. 1181-08-16
nij02-nijl_nijl_nijl_azumakagami_0000028707,寛元四年十二月二十五日,C.E. 1247-02-02
nij02-nijl_nijl_nijl_azumakagami_0000018986,建暦三年五月三日,C.E. 1213-05-24
nij02-nijl_nijl_nijl_azumakagami_0000031801,建長三年十一月十二日,C.E. 1251-12-25
nij02-nijl_nijl_nijl_azumakagami_0000021300,承久三年六月十八日,C.E. 1221-07-09
nij02-nijl_nijl_nijl_azumakagami_0000040207,文永三年六月二十六日,C.E. 1266-07-29
nij02-nijl_nijl_nijl_azumakagami_0000027338,寛元元年七月十七日,C.E. 1243-08-04
nij02-nijl_nijl_nijl_azumakagami_0000033803,建長六年五月一日,C.E. 1254-05-18
nij02-nijl_nijl_nijl_azumakagami_0000012202,建久二年十一月二十二日,C.E. 1191-12-10
nij02-nijl_nijl_nijl_azumakagami_0000005507,文治二年三月七日,C.E. 1186-03-29
nij02-nijl_nijl_nijl_azumakagami_0000010698,建久元年八月十九日,C.E. 1190-09-20
nij02-nijl_nijl_nijl_azumakagami_0000017230,元久二年十一月四日,C.E. 1205-12-15
nij02-nijl_nijl_nijl_azumakagami_0000025953,暦仁二年正月一日,C.E. 1239-02-06
nij02-nijl_nijl_nijl_azumakagami_0000032739,建長四年八月十四日,C.E. 1252-09-19
nij02-nijl_nijl_nijl_azumakagami_0000035050,正嘉元年閏三月二日,C.E. 1257-04-17
nij02-nijl_nijl_nijl_azumakagami_0000042846,補遺・延応二年正月二十七日,
nij02-nijl_nijl_nijl_azumakagami_0000012482,建久三年五月一日,C.E. 1192-06-12
nij02-nijl_nijl_nijl_azumakagami_0000038202,弘長元年六月三日,C.E. 1261-07-01
nij02-nijl_nijl_nijl_azumakagami_0000025103,嘉禎三年九月十六日,C.E. 1237-10-06
nij02-nijl_nijl_nijl_azumakagami_0000029062,寛元四年十一月三日,C.E. 1246-12-12
nij02-nijl_nijl_nijl_azumakagami_0000033691,建長六年正月十六日,C.E. 1254-02-05
nij02-nijl_nijl_nijl_azumakagami_0000035500,正嘉元年十月一日,C.E. 1257-11-08
nij02-nijl_nijl_nijl_azumakagami_0000003469,元暦二年正月六日,C.E. 1185-02-07
nij02-nijl_nijl_nijl_azumakagami_0000025181,嘉禎四年正月九日,C.E. 1238-01-26
nij02-nijl_nijl_nijl_azumakagami_0000032136,建長四年四月一日,C.E. 1252-05-10
nij02-nijl_nijl_nijl_azumakagami_0000013206,建久四年五月二十八日,C.E. 1193-06-28
nij02-nijl_nijl_nijl_azumakagami_0000028413,寛元三年四月二十七日,C.E. 1245-05-24
nij02-nijl_nijl_nijl_azumakagami_0000037640,文応二年正月一日,C.E. 1261-02-01
nij02-nijl_nijl_nijl_azumakagami_0000002945,元暦元年六月一日,C.E. 1184-07-10
nij02-nijl_nijl_nijl_azumakagami_0000040251,文永三年七月四日,C.E. 1266-08-05
nij02-nijl_nijl_nijl_azumakagami_0000041733,補遺・嘉禄三年七月二十五日,
nij02-nijl_nijl_nijl_azumakagami_0000012508,建久三年五月二十六日,C.E. 1192-07-07
nij02-nijl_nijl_nijl_azumakagami_0000029335,宝治元年六月五日,C.E. 1247-07-08
nij02-nijl_nijl_nijl_azumakagami_0000036313,正嘉二年六月四日,C.E. 1258-07-06
nij02-nijl_nijl_nijl_azumakagami_0000039861,文永二年六月二十三日,C.E. 1265-08-05
nij02-nijl_nijl_nijl_azumakagami_0000006840,文治三年三月十九日,C.E. 1187-04-29
nij02-nijl_nijl_nijl_azumakagami_0000020134,建保五年十二月二十四日,C.E. 1218-01-22
nij02-nijl_nijl_nijl_azumakagami_0000010958,建久元年十一月二日,C.E. 1190-11-30
nij02-nijl_nijl_nijl_azumakagami_0000023100,寛喜三年十月二十日,C.E. 1231-11-15
nij02-nijl_nijl_nijl_azumakagami_0000016214,建仁二年閏十月十五日,C.E. 1202-12-01
nij02-nijl_nijl_nijl_azumakagami_0000029240,宝治元年五月二十六日,C.E. 1247-06-30
nij02-nijl_nijl_nijl_azumakagami_0000014761,建久六年八月二十九日,C.E. 1195-10-04
nij02-nijl_nijl_nijl_azumakagami_0000025547,嘉禎四年二月二十八日,C.E. 1238-03-15
nij02-nijl_nijl_nijl_azumakagami_0000025601,嘉禎四年三月十九日,C.E. 1238-05-04
nij02-nijl_nijl_nijl_azumakagami_0000042675,補遺・延応元年四月十三日,
nij02-nijl_nijl_nijl_azumakagami_0000006171,文治二年六月十七日,C.E. 1186-07-05
nij02-nijl_nijl_nijl_azumakagami_0000031675,建長三年八月二十一日,C.E. 1251-09-08
nij02-nijl_nijl_nijl_azumakagami_0000024047,文暦二年六月三十日,C.E. 1235-07-16
nij02-nijl_nijl_nijl_azumakagami_0000018622,建暦三年正月四日,C.E. 1213-01-27
nij02-nijl_nijl_nijl_azumakagami_0000013029,建久四年三月十三日,C.E. 1193-04-16
nij02-nijl_nijl_nijl_azumakagami_0000030989,建長二年十一月二十八日,C.E. 1250-12-22
nij02-nijl_nijl_nijl_azumakagami_0000004605,文治元年十月十七日,C.E. 1185-11-10
nij02-nijl_nijl_nijl_azumakagami_0000024136,文暦二年七月二十四日,C.E. 1235-09-08
nij02-nijl_nijl_nijl_azumakagami_0000012220,建久二年十一月二十二日,C.E. 1191-12-10
nij02-nijl_nijl_nijl_azumakagami_0000029344,宝治元年六月五日,C.E. 1247-07-08
nij02-nijl_nijl_nijl_azumakagami_0000037592,文応元年十二月二十六日,C.E. 1261-01-28
nij02-nijl_nijl_nijl_azumakagami_0000031357,建長三年正月二十日,C.E. 1251-02-12
nij02-nijl_nijl_nijl_azumakagami_0000033550,建長五年十一月二十五日,C.E. 1253-12-17
nij02-nijl_nijl_nijl_azumakagami_0000030705,建長二年三月二十五日,C.E. 1250-04-28
nij02-nijl_nijl_nijl_azumakagami_0000015889,建仁元年八月二十三日,C.E. 1201-09-21
nij02-nijl_nijl_nijl_azumakagami_0000014125,建久五年十二月二十六日,C.E. 1195-02-07
nij02-nijl_nijl_nijl_azumakagami_0000003369,元暦二年正月六日,C.E. 1185-02-07
nij02-nijl_nijl_nijl_azumakagami_0000023666,嘉禎元年十二月二十一日,C.E. 1236-01-30
nij02-nijl_nijl_nijl_azumakagami_0000009578,文治五年九月十三日,C.E. 1189-10-24
nij02-nijl_nijl_nijl_azumakagami_0000029017,寛元四年八月十六日／十七日条別巻／二十日条別巻／二十五日条別巻／二十六日条別巻,C.E. 1246-09-27
nij02-nijl_nijl_nijl_azumakagami_0000010118,文治六年二月六日,C.E. 1190-03-13
nij02-nijl_nijl_nijl_azumakagami_0000013943,建久五年十月九日,C.E. 1194-11-23
nij02-nijl_nijl_nijl_azumakagami_0000015816,建仁元年五月十四日,C.E. 1201-06-16
nij02-nijl_nijl_nijl_azumakagami_0000003851,元暦二年四月十五日,C.E. 1185-05-16
nij02-nijl_nijl_nijl_azumakagami_0000029769,宝治元年十一月一日,C.E. 1247-11-29
nij02-nijl_nijl_nijl_azumakagami_0000020650,建保七年二月二十三日,C.E. 1219-03-11
nij02-nijl_nijl_nijl_azumakagami_0000023200,寛喜四年三月十九日,C.E. 1232-04-11
nij02-nijl_nijl_nijl_azumakagami_0000020914,承久三年五月十九日,C.E. 1221-06-10
nij02-nijl_nijl_nijl_azumakagami_0000021748,貞応元年四月十九日,C.E. 1222-05-31
nij02-nijl_nijl_nijl_azumakagami_0000043108,補遺・寛元三年五月二十三日,
nij02-nijl_nijl_nijl_azumakagami_0000014049,建久五年十二月二日,C.E. 1195-01-14
nij02-nijl_nijl_nijl_azumakagami_0000006862,文治三年四月二日,C.E. 1187-05-11
nij02-nijl_nijl_nijl_azumakagami_0000004721,文治元年十月二十四日,C.E. 1185-11-17
nij02-nijl_nijl_nijl_azumakagami_0000022185,貞応三年十月十六日,C.E. 1224-11-28
nij02-nijl_nijl_nijl_azumakagami_0000003397,元暦二年正月六日,C.E. 1185-02-07
nij02-nijl_nijl_nijl_azumakagami_0000016196,建仁二年十月八日,C.E. 1202-10-25
nij02-nijl_nijl_nijl_azumakagami_0000002802,元暦元年四月二十日,C.E. 1184-05-31
nij02-nijl_nijl_nijl_azumakagami_0000000334,治承四年七月五日,C.E. 1180-07-28
nij02-nijl_nijl_nijl_azumakagami_0000021219,承久三年六月十五日,C.E. 1221-07-06
nij02-nijl_nijl_nijl_azumakagami_0000003758,元暦二年三月二十四日,C.E. 1185-04-25
nij02-nijl_nijl_nijl_azumakagami_0000006124,文治二年六月十五日,C.E. 1186-07-03
nij02-nijl_nijl_nijl_azumakagami_0000011544,建久二年正月二日,C.E. 1191-01-28
nij02-nijl_nijl_nijl_azumakagami_0000024996,嘉禎三年六月二十三日,C.E. 1237-07-16
nij02-nijl_nijl_nijl_azumakagami_0000029213,宝治元年五月十三日,C.E. 1247-06-17
nij02-nijl_nijl_nijl_azumakagami_0000004089,元暦二年五月十五日,C.E. 1185-06-14
nij02-nijl_nijl_nijl_azumakagami_0000001345,治承五年正月五日,C.E. 1181-01-21
nij02-nijl_nijl_nijl_azumakagami_0000034874,康元元年十二月二十日,C.E. 1257-01-07
nij02-nijl_nijl_nijl_azumakagami_0000014058,建久五年十二月十日,C.E. 1195-01-22
nij02-nijl_nijl_nijl_azumakagami_0000042727,補遺・延応元年四月二十五日,
nij02-nijl_nijl_nijl_azumakagami_0000006909,文治三年四月二十三日,C.E. 1187-06-01
nij02-nijl_nijl_nijl_azumakagami_0000012868,建久三年十二月十一日,C.E. 1193-01-15
nij02-nijl_nijl_nijl_azumakagami_0000015409,正治二年二月六日,C.E. 1200-02-21
nij02-nijl_nijl_nijl_azumakagami_0000017172,元久二年八月十一日,C.E. 1205-09-25
nij02-nijl_nijl_nijl_azumakagami_0000037587,文応元年十二月二十六日,C.E. 1261-01-28
nij02-nijl_nijl_nijl_azumakagami_0000000723,治承四年九月三日,C.E. 1180-09-23
nij02-nijl_nijl_nijl_azumakagami_0000036476,正嘉二年八月八日,C.E. 1258-09-06
nij02-nijl_nijl_nijl_azumakagami_0000026406,延応二年二月二十五日,C.E. 1240-03-20
nij02-nijl_nijl_nijl_azumakagami_0000007606,文治三年十一月二十一日,C.E. 1187-12-22
nij02-nijl_nijl_nijl_azumakagami_0000029178,宝治元年四月十一日,C.E. 1247-05-17
nij02-nijl_nijl_nijl_azumakagami_0000037402,文応元年九月五日,C.E. 1260-10-11
nij02-nijl_nijl_nijl_azumakagami_0000023730,文暦二年正月一日,C.E. 1235-01-21
nij02-nijl_nijl_nijl_azumakagami_0000032768,建長四年八月二十一日,C.E. 1252-09-26
