URI,wareki,year
nij02-nijl_nijl_nijl_azumakagami_0000007824,文治四年三月十五日,C.E. 1188-04-13
nij02-nijl_nijl_nijl_azumakagami_0000021824,貞応二年五月十四日,C.E. 1223-06-14
nij02-nijl_nijl_nijl_azumakagami_0000024157,文暦二年七月二十七日,C.E. 1235-09-11
nij02-nijl_nijl_nijl_azumakagami_0000029660,宝治元年六月二十八日,C.E. 1247-07-31
nij02-nijl_nijl_nijl_azumakagami_0000031398,建長三年三月九日,C.E. 1251-04-01
nij02-nijl_nijl_nijl_azumakagami_0000017033,元久二年六月二十二日,C.E. 1205-07-10
nij02-nijl_nijl_nijl_azumakagami_0000033857,建長六年六月三日,C.E. 1254-07-18
nij02-nijl_nijl_nijl_azumakagami_0000010970,建久元年十一月二日,C.E. 1190-11-30
nij02-nijl_nijl_nijl_azumakagami_0000007955,文治四年四月十二日,C.E. 1188-05-10
nij02-nijl_nijl_nijl_azumakagami_0000023574,文暦二年六月二十九日,C.E. 1235-07-15
nij02-nijl_nijl_nijl_azumakagami_0000023384,天福元年八月十八日／九月十三日条別巻／九月十八日条別巻／九月二十四日条別巻／九月二十七日条別巻／九月二十八日条別巻／九月二十九日条別巻／十月十九日条別巻／十一月三日条別巻,C.E. 1233-09-23
nij02-nijl_nijl_nijl_azumakagami_0000011705,建久二年二月二十一日,C.E. 1191-03-18
nij02-nijl_nijl_nijl_azumakagami_0000011884,建久二年五月八日,C.E. 1191-06-01
nij02-nijl_nijl_nijl_azumakagami_0000042180,補遺・寛喜二年十一月七日,
nij02-nijl_nijl_nijl_azumakagami_0000031941,建長四年二月八日,C.E. 1252-03-19
nij02-nijl_nijl_nijl_azumakagami_0000006628,文治二年十一月八日,C.E. 1186-12-20
nij02-nijl_nijl_nijl_azumakagami_0000023269,貞永元年九月一日,C.E. 1232-09-16
nij02-nijl_nijl_nijl_azumakagami_0000004841,文治元年十一月十日,C.E. 1185-12-03
nij02-nijl_nijl_nijl_azumakagami_0000023069,寛喜三年十月六日,C.E. 1231-11-01
nij02-nijl_nijl_nijl_azumakagami_0000040308,補遺・建暦三年三月二十一日,
nij02-nijl_nijl_nijl_azumakagami_0000013235,建久四年五月二十九日,C.E. 1193-06-29
nij02-nijl_nijl_nijl_azumakagami_0000002179,寿永元年八月十三日,C.E. 1182-09-12
nij02-nijl_nijl_nijl_azumakagami_0000021893,貞応二年九月二十五日／二十六日条別巻／十月一日条別巻／十月四日条別巻／十月五日条別巻／十月六日条別巻,C.E. 1223-10-20
nij02-nijl_nijl_nijl_azumakagami_0000036917,正元二年正月二十六日,C.E. 1260-03-09
nij02-nijl_nijl_nijl_azumakagami_0000024200,文暦二年八月二十一日,C.E. 1235-10-04
nij02-nijl_nijl_nijl_azumakagami_0000018837,建暦三年四月二十九日,C.E. 1213-05-21
nij02-nijl_nijl_nijl_azumakagami_0000041850,補遺・嘉禄三年十二月二日,
nij02-nijl_nijl_nijl_azumakagami_0000005965,文治二年五月二十五日,C.E. 1186-06-14
nij02-nijl_nijl_nijl_azumakagami_0000009822,文治五年十月二十四日,C.E. 1189-12-03
nij02-nijl_nijl_nijl_azumakagami_0000007880,文治四年四月九日,C.E. 1188-05-07
nij02-nijl_nijl_nijl_azumakagami_0000018696,建暦三年二月二十六日,C.E. 1213-03-19
nij02-nijl_nijl_nijl_azumakagami_0000032404,建長四年四月二十日,C.E. 1252-05-29
nij02-nijl_nijl_nijl_azumakagami_0000016707,建仁四年正月十四日,C.E. 1204-02-16
nij02-nijl_nijl_nijl_azumakagami_0000002880,元暦元年五月三日,C.E. 1184-06-12
nij02-nijl_nijl_nijl_azumakagami_0000031783,建長三年十月十九日,C.E. 1251-12-03
nij02-nijl_nijl_nijl_azumakagami_0000012635,建久三年八月五日,C.E. 1192-09-13
nij02-nijl_nijl_nijl_azumakagami_0000009340,文治五年八月十四日,C.E. 1189-09-25
nij02-nijl_nijl_nijl_azumakagami_0000014753,建久六年八月二十六日,C.E. 1195-10-01
nij02-nijl_nijl_nijl_azumakagami_0000035335,正嘉元年九月二十四日,C.E. 1257-11-01
nij02-nijl_nijl_nijl_azumakagami_0000014724,建久六年八月十六日,C.E. 1195-09-21
nij02-nijl_nijl_nijl_azumakagami_0000001582,治承五年三月十二日,C.E. 1181-04-27
nij02-nijl_nijl_nijl_azumakagami_0000002223,寿永元年九月二十八日,C.E. 1182-10-27
nij02-nijl_nijl_nijl_azumakagami_0000033769,建長六年三月二十九日,C.E. 1254-04-18
nij02-nijl_nijl_nijl_azumakagami_0000023541,文暦二年六月二十九日,C.E. 1235-07-15
nij02-nijl_nijl_nijl_azumakagami_0000002995,元暦元年六月二十三日,C.E. 1184-08-01
nij02-nijl_nijl_nijl_azumakagami_0000029172,宝治元年四月三日,C.E. 1247-05-09
nij02-nijl_nijl_nijl_azumakagami_0000041064,補遺・嘉禄元年十一月二十日,
nij02-nijl_nijl_nijl_azumakagami_0000026621,仁治二年正月十七日,C.E. 1241-03-01
nij02-nijl_nijl_nijl_azumakagami_0000002374,寿永三年正月二十二日,C.E. 1184-03-06
nij02-nijl_nijl_nijl_azumakagami_0000016391,建仁三年九月二日,C.E. 1203-10-08
nij02-nijl_nijl_nijl_azumakagami_0000016959,元久二年正月四日,C.E. 1205-01-25
nij02-nijl_nijl_nijl_azumakagami_0000002815,元暦元年四月二十一日,C.E. 1184-06-01
nij02-nijl_nijl_nijl_azumakagami_0000039094,弘長三年七月五日,C.E. 1263-08-10
nij02-nijl_nijl_nijl_azumakagami_0000002176,寿永元年八月十三日,C.E. 1182-09-12
nij02-nijl_nijl_nijl_azumakagami_0000016301,建仁三年五月二十日,C.E. 1203-06-30
nij02-nijl_nijl_nijl_azumakagami_0000022683,寛喜二年二月六日,C.E. 1230-03-21
nij02-nijl_nijl_nijl_azumakagami_0000024395,嘉禎二年二月十四日,C.E. 1236-03-22
nij02-nijl_nijl_nijl_azumakagami_0000030923,建長二年八月十八日,C.E. 1250-09-15
nij02-nijl_nijl_nijl_azumakagami_0000008780,文治五年閏四月一日,C.E. 1189-05-17
nij02-nijl_nijl_nijl_azumakagami_0000000871,治承四年九月二十九日,C.E. 1180-10-19
nij02-nijl_nijl_nijl_azumakagami_0000037978,弘長元年二月二十日,C.E. 1261-03-22
nij02-nijl_nijl_nijl_azumakagami_0000038600,弘長元年十月四日,C.E. 1261-10-29
nij02-nijl_nijl_nijl_azumakagami_0000002629,寿永三年三月一日,C.E. 1184-04-13
nij02-nijl_nijl_nijl_azumakagami_0000040032,文永三年正月十一日,C.E. 1266-02-17
nij02-nijl_nijl_nijl_azumakagami_0000024872,嘉禎三年四月十九日,C.E. 1237-05-15
nij02-nijl_nijl_nijl_azumakagami_0000009781,文治五年十月一日,C.E. 1189-11-10
nij02-nijl_nijl_nijl_azumakagami_0000023717,嘉禎元年十二月二十九日,C.E. 1236-02-07
nij02-nijl_nijl_nijl_azumakagami_0000030979,建長二年十一月十一日,C.E. 1250-12-05
nij02-nijl_nijl_nijl_azumakagami_0000033855,建長六年閏五月十一日,C.E. 1254-06-27
nij02-nijl_nijl_nijl_azumakagami_0000000781,治承四年九月十日,C.E. 1180-09-30
nij02-nijl_nijl_nijl_azumakagami_0000008100,文治四年六月四日,C.E. 1188-06-29
nij02-nijl_nijl_nijl_azumakagami_0000021992,貞応三年五月十八日,C.E. 1224-06-06
nij02-nijl_nijl_nijl_azumakagami_0000002210,寿永元年九月二十五日,C.E. 1182-10-24
nij02-nijl_nijl_nijl_azumakagami_0000037129,正元二年四月三日,C.E. 1260-05-14
nij02-nijl_nijl_nijl_azumakagami_0000036535,正嘉二年八月十六日,C.E. 1258-09-14
nij02-nijl_nijl_nijl_azumakagami_0000029999,宝治二年四月一日,C.E. 1248-04-25
nij02-nijl_nijl_nijl_azumakagami_0000017730,承元三年五月五日,C.E. 1209-06-08
nij02-nijl_nijl_nijl_azumakagami_0000027424,寛元元年八月十六日,C.E. 1243-09-30
nij02-nijl_nijl_nijl_azumakagami_0000030488,建長二年三月一日,C.E. 1250-04-04
nij02-nijl_nijl_nijl_azumakagami_0000036985,正元二年二月二十日,C.E. 1260-04-02
nij02-nijl_nijl_nijl_azumakagami_0000009180,文治五年七月二十五日,C.E. 1189-09-07
nij02-nijl_nijl_nijl_azumakagami_0000041980,補遺・安貞二年十月三十日,
nij02-nijl_nijl_nijl_azumakagami_0000021587,承久三年八月九日,C.E. 1221-08-27
nij02-nijl_nijl_nijl_azumakagami_0000024841,嘉禎三年三月二十五日／二十六日条別巻,C.E. 1237-04-21
nij02-nijl_nijl_nijl_azumakagami_0000033729,建長六年正月二十二日,C.E. 1254-02-11
nij02-nijl_nijl_nijl_azumakagami_0000031738,建長三年閏九月一日,C.E. 1251-10-17
nij02-nijl_nijl_nijl_azumakagami_0000026023,延応元年三月五日,C.E. 1239-04-10
nij02-nijl_nijl_nijl_azumakagami_0000017336,建永元年八月十六日,C.E. 1206-09-20
nij02-nijl_nijl_nijl_azumakagami_0000034933,康元二年正月一日,C.E. 1257-01-17
nij02-nijl_nijl_nijl_azumakagami_0000023964,文暦二年六月二十九日,C.E. 1235-07-15
nij02-nijl_nijl_nijl_azumakagami_0000007548,文治三年十月二十九日,C.E. 1187-11-30
nij02-nijl_nijl_nijl_azumakagami_0000009504,文治五年九月八日,C.E. 1189-10-19
nij02-nijl_nijl_nijl_azumakagami_0000039186,弘長三年八月八日,C.E. 1263-09-11
nij02-nijl_nijl_nijl_azumakagami_0000013196,建久四年五月二十八日,C.E. 1193-06-28
nij02-nijl_nijl_nijl_azumakagami_0000016024,建仁二年正月二十九日,C.E. 1202-02-23
nij02-nijl_nijl_nijl_azumakagami_0000031590,建長三年七月四日,C.E. 1251-07-23
nij02-nijl_nijl_nijl_azumakagami_0000020385,建保六年七月二十二日,C.E. 1218-08-14
nij02-nijl_nijl_nijl_azumakagami_0000021466,承久三年七月六日,C.E. 1221-07-26
nij02-nijl_nijl_nijl_azumakagami_0000014139,建久六年正月四日,C.E. 1195-02-15
nij02-nijl_nijl_nijl_azumakagami_0000027346,寛元元年七月十七日,C.E. 1243-08-04
nij02-nijl_nijl_nijl_azumakagami_0000009568,文治五年九月十一日,C.E. 1189-10-22
nij02-nijl_nijl_nijl_azumakagami_0000018001,承元四年八月十五日,C.E. 1210-09-04
nij02-nijl_nijl_nijl_azumakagami_0000018090,承元五年正月十五日,C.E. 1211-01-31
nij02-nijl_nijl_nijl_azumakagami_0000034537,建長八年七月十七日,C.E. 1256-08-08
nij02-nijl_nijl_nijl_azumakagami_0000037824,文応二年正月七日,C.E. 1261-02-07
nij02-nijl_nijl_nijl_azumakagami_0000041812,補遺・嘉禄三年十一月十九日,
nij02-nijl_nijl_nijl_azumakagami_0000013396,建久四年八月十六日,C.E. 1193-09-13
nij02-nijl_nijl_nijl_azumakagami_0000016398,建仁三年九月二日,C.E. 1203-10-08
nij02-nijl_nijl_nijl_azumakagami_0000034282,建長八年正月十一日,C.E. 1256-02-08
nij02-nijl_nijl_nijl_azumakagami_0000005153,文治二年十二月三十日,C.E. 1187-02-10
nij02-nijl_nijl_nijl_azumakagami_0000040710,補遺・貞応三年十二月二十日,
nij02-nijl_nijl_nijl_azumakagami_0000007206,文治三年八月十二日,C.E. 1187-09-15
nij02-nijl_nijl_nijl_azumakagami_0000037380,文応元年八月十五日,C.E. 1260-09-21
nij02-nijl_nijl_nijl_azumakagami_0000003766,元暦二年三月二十四日,C.E. 1185-04-25
nij02-nijl_nijl_nijl_azumakagami_0000030054,宝治二年六月九日,C.E. 1248-07-01
nij02-nijl_nijl_nijl_azumakagami_0000018123,建暦元年三月二十三日,C.E. 1211-05-07
nij02-nijl_nijl_nijl_azumakagami_0000024364,嘉禎二年正月三日,C.E. 1236-02-11
nij02-nijl_nijl_nijl_azumakagami_0000012927,建久四年十二月二十九日,C.E. 1194-01-23
nij02-nijl_nijl_nijl_azumakagami_0000008154,文治四年七月十日,C.E. 1188-08-04
nij02-nijl_nijl_nijl_azumakagami_0000031280,建長三年正月十一日,C.E. 1251-02-03
nij02-nijl_nijl_nijl_azumakagami_0000035481,正嘉元年十月一日,C.E. 1257-11-08
nij02-nijl_nijl_nijl_azumakagami_0000024876,嘉禎三年四月十九日,C.E. 1237-05-15
nij02-nijl_nijl_nijl_azumakagami_0000019810,建保四年二月十一日,C.E. 1216-02-29
nij02-nijl_nijl_nijl_azumakagami_0000037095,正元二年四月一日,C.E. 1260-05-12
nij02-nijl_nijl_nijl_azumakagami_0000012561,建久三年七月八日,C.E. 1192-08-17
nij02-nijl_nijl_nijl_azumakagami_0000039068,弘長三年六月二十三日,C.E. 1263-07-29
nij02-nijl_nijl_nijl_azumakagami_0000036930,正元二年二月三日,C.E. 1260-03-16
nij02-nijl_nijl_nijl_azumakagami_0000035650,正嘉二年十二月二十九日,C.E. 1259-01-24
nij02-nijl_nijl_nijl_azumakagami_0000028034,寛元二年七月十六日,C.E. 1244-08-20
nij02-nijl_nijl_nijl_azumakagami_0000024110,文暦二年七月十一日,C.E. 1235-08-26
nij02-nijl_nijl_nijl_azumakagami_0000027459,寛元元年九月十九日,C.E. 1243-11-02
nij02-nijl_nijl_nijl_azumakagami_0000034903,康元二年正月一日,C.E. 1257-01-17
nij02-nijl_nijl_nijl_azumakagami_0000023682,嘉禎元年十二月二十四日,C.E. 1236-02-02
nij02-nijl_nijl_nijl_azumakagami_0000026273,延応元年十一月二十一日,C.E. 1239-12-17
nij02-nijl_nijl_nijl_azumakagami_0000030937,建長二年八月十八日,C.E. 1250-09-15
nij02-nijl_nijl_nijl_azumakagami_0000030723,建長二年三月二十五日,C.E. 1250-04-28
nij02-nijl_nijl_nijl_azumakagami_0000028345,寛元三年二月二十二日,C.E. 1245-03-21
nij02-nijl_nijl_nijl_azumakagami_0000031339,建長三年正月二十日,C.E. 1251-02-12
nij02-nijl_nijl_nijl_azumakagami_0000041538,補遺・嘉禄三年三月二十七日,
nij02-nijl_nijl_nijl_azumakagami_0000001645,治承五年五月十三日,C.E. 1181-06-26
nij02-nijl_nijl_nijl_azumakagami_0000029051,寛元四年十月十六日,C.E. 1246-11-25
nij02-nijl_nijl_nijl_azumakagami_0000014921,建久十年袖書,C.E. 1199-01-28
nij02-nijl_nijl_nijl_azumakagami_0000024236,嘉禎元年十月二日,C.E. 1235-11-13
nij02-nijl_nijl_nijl_azumakagami_0000034128,建長八年正月一日,C.E. 1256-01-29
nij02-nijl_nijl_nijl_azumakagami_0000001007,治承四年十月十八日,C.E. 1180-11-07
nij02-nijl_nijl_nijl_azumakagami_0000015654,正治二年十月二十一日,C.E. 1200-11-29
nij02-nijl_nijl_nijl_azumakagami_0000030762,建長二年四月三日,C.E. 1250-05-05
nij02-nijl_nijl_nijl_azumakagami_0000000862,治承四年九月二十四日,C.E. 1180-10-14
nij02-nijl_nijl_nijl_azumakagami_0000015526,正治二年四月十一日,C.E. 1200-05-25
nij02-nijl_nijl_nijl_azumakagami_0000015861,建仁元年六月二十八日,C.E. 1201-07-29
nij02-nijl_nijl_nijl_azumakagami_0000005337,文治二年二月九日,C.E. 1186-03-01
nij02-nijl_nijl_nijl_azumakagami_0000024547,嘉禎二年七月二十四日,C.E. 1236-08-27
nij02-nijl_nijl_nijl_azumakagami_0000002072,養和二年五月二十五日,C.E. 1182-06-27
nij02-nijl_nijl_nijl_azumakagami_0000006242,文治二年六月二十九日,C.E. 1186-07-17
nij02-nijl_nijl_nijl_azumakagami_0000027409,寛元元年閏七月六日,C.E. 1243-08-22
nij02-nijl_nijl_nijl_azumakagami_0000029946,宝治二年正月七日,C.E. 1248-02-03
nij02-nijl_nijl_nijl_azumakagami_0000011204,建久元年十一月七日,C.E. 1190-12-05
nij02-nijl_nijl_nijl_azumakagami_0000006474,文治二年九月五日,C.E. 1186-10-18
nij02-nijl_nijl_nijl_azumakagami_0000040244,文永三年七月四日,C.E. 1266-08-05
nij02-nijl_nijl_nijl_azumakagami_0000009442,文治五年九月四日,C.E. 1189-10-15
nij02-nijl_nijl_nijl_azumakagami_0000002769,寿永三年四月十日,C.E. 1184-05-21
nij02-nijl_nijl_nijl_azumakagami_0000002585,寿永三年二月二十五日,C.E. 1184-04-07
nij02-nijl_nijl_nijl_azumakagami_0000011603,建久二年正月十七日,C.E. 1191-02-12
nij02-nijl_nijl_nijl_azumakagami_0000032358,建長四年四月十四日,C.E. 1252-05-23
nij02-nijl_nijl_nijl_azumakagami_0000039854,文永二年六月十三日,C.E. 1265-07-26
nij02-nijl_nijl_nijl_azumakagami_0000031523,建長三年六月二十日,C.E. 1251-07-10
nij02-nijl_nijl_nijl_azumakagami_0000023513,文暦二年四月一日,C.E. 1235-04-19
nij02-nijl_nijl_nijl_azumakagami_0000019778,建保三年十二月十六日／十九日条別巻,C.E. 1216-01-06
nij02-nijl_nijl_nijl_azumakagami_0000013803,建久五年八月八日,C.E. 1194-08-25
nij02-nijl_nijl_nijl_azumakagami_0000037120,正元二年四月一日,C.E. 1260-05-12
nij02-nijl_nijl_nijl_azumakagami_0000041629,補遺・嘉禄三年五月二日,
nij02-nijl_nijl_nijl_azumakagami_0000024151,文暦二年七月二十七日,C.E. 1235-09-11
nij02-nijl_nijl_nijl_azumakagami_0000017111,元久二年閏七月十九日,C.E. 1205-09-04
nij02-nijl_nijl_nijl_azumakagami_0000008726,文治五年四月十九日,C.E. 1189-05-06
nij02-nijl_nijl_nijl_azumakagami_0000011893,建久二年五月八日,C.E. 1191-06-01
nij02-nijl_nijl_nijl_azumakagami_0000019463,建保元年十二月二十日,C.E. 1214-02-01
nij02-nijl_nijl_nijl_azumakagami_0000040800,補遺・元仁二年二月二十一日,
nij02-nijl_nijl_nijl_azumakagami_0000024894,嘉禎三年四月二十二日,C.E. 1237-05-18
nij02-nijl_nijl_nijl_azumakagami_0000014106,建久五年十二月二十六日,C.E. 1195-02-07
nij02-nijl_nijl_nijl_azumakagami_0000006834,文治三年三月十八日,C.E. 1187-04-28
nij02-nijl_nijl_nijl_azumakagami_0000002268,寿永元年十二月一日,C.E. 1182-12-27
nij02-nijl_nijl_nijl_azumakagami_0000015560,正治二年六月十六日,C.E. 1200-07-28
nij02-nijl_nijl_nijl_azumakagami_0000040724,補遺・貞応三年正月四日,
nij02-nijl_nijl_nijl_azumakagami_0000019029,建暦三年五月四日,C.E. 1213-05-25
nij02-nijl_nijl_nijl_azumakagami_0000026011,暦仁二年二月三日,C.E. 1239-03-09
nij02-nijl_nijl_nijl_azumakagami_0000009098,文治五年七月十九日,C.E. 1189-09-01
nij02-nijl_nijl_nijl_azumakagami_0000003974,元暦二年四月二十六日,C.E. 1185-05-27
nij02-nijl_nijl_nijl_azumakagami_0000024843,嘉禎三年三月三十日,C.E. 1237-04-26
nij02-nijl_nijl_nijl_azumakagami_0000040008,文永二年十二月十六日,C.E. 1266-01-23
nij02-nijl_nijl_nijl_azumakagami_0000027248,寛元元年三月二日,C.E. 1243-03-23
nij02-nijl_nijl_nijl_azumakagami_0000021073,承久三年六月六日,C.E. 1221-06-27
nij02-nijl_nijl_nijl_azumakagami_0000000816,治承四年九月十四日,C.E. 1180-10-04
nij02-nijl_nijl_nijl_azumakagami_0000002458,寿永三年二月七日,C.E. 1184-03-20
nij02-nijl_nijl_nijl_azumakagami_0000008916,文治五年六月九日,C.E. 1189-07-23
nij02-nijl_nijl_nijl_azumakagami_0000022906,寛喜三年二月二十一日,C.E. 1231-03-26
nij02-nijl_nijl_nijl_azumakagami_0000003252,元暦元年十一月二十三日,C.E. 1184-12-27
nij02-nijl_nijl_nijl_azumakagami_0000030868,建長二年八月一日,C.E. 1250-08-29
nij02-nijl_nijl_nijl_azumakagami_0000039158,弘長三年八月一日,C.E. 1263-09-04
nij02-nijl_nijl_nijl_azumakagami_0000033985,建長六年八月十五日,C.E. 1254-09-28
nij02-nijl_nijl_nijl_azumakagami_0000038405,弘長元年八月七日,C.E. 1261-09-03
nij02-nijl_nijl_nijl_azumakagami_0000002836,元暦元年四月二十三日,C.E. 1184-06-03
nij02-nijl_nijl_nijl_azumakagami_0000031009,建長二年十二月五日（１）,C.E. 1250-12-29
nij02-nijl_nijl_nijl_azumakagami_0000042857,補遺・延応二年二月二日,
nij02-nijl_nijl_nijl_azumakagami_0000018454,建暦二年七月七日,C.E. 1212-08-05
nij02-nijl_nijl_nijl_azumakagami_0000024544,嘉禎二年七月十七日,C.E. 1236-08-20
nij02-nijl_nijl_nijl_azumakagami_0000004384,元暦二年八月十三日,C.E. 1185-09-08
nij02-nijl_nijl_nijl_azumakagami_0000041245,補遺・嘉禄二年三月二十三日,
nij02-nijl_nijl_nijl_azumakagami_0000020027,建保四年十二月八日／十三日条別巻／二十日条別巻,C.E. 1217-01-16
nij02-nijl_nijl_nijl_azumakagami_0000027070,仁治二年十一月二十一日,C.E. 1241-12-24
nij02-nijl_nijl_nijl_azumakagami_0000016332,建仁三年六月二十三日,C.E. 1203-08-01
nij02-nijl_nijl_nijl_azumakagami_0000013110,建久四年五月一日,C.E. 1193-06-01
nij02-nijl_nijl_nijl_azumakagami_0000001289,治承四年十二月二十日,C.E. 1181-01-07
nij02-nijl_nijl_nijl_azumakagami_0000019378,建暦三年九月二十六日／閏九月十二日条別巻,C.E. 1213-10-11
nij02-nijl_nijl_nijl_azumakagami_0000032211,建長四年四月三日,C.E. 1252-05-12
nij02-nijl_nijl_nijl_azumakagami_0000033562,建長五年十二月八日,C.E. 1253-12-29
nij02-nijl_nijl_nijl_azumakagami_0000022175,貞応三年九月十六日／十七日条別巻,C.E. 1224-10-29
nij02-nijl_nijl_nijl_azumakagami_0000025219,嘉禎四年正月二十日,C.E. 1238-02-06
nij02-nijl_nijl_nijl_azumakagami_0000022987,寛喜三年五月十三日／十四日条別巻,C.E. 1231-06-14
nij02-nijl_nijl_nijl_azumakagami_0000034746,建長八年八月二十三日,C.E. 1256-09-13
nij02-nijl_nijl_nijl_azumakagami_0000009540,文治五年九月九日,C.E. 1189-10-20
nij02-nijl_nijl_nijl_azumakagami_0000034344,建長八年四月十三日,C.E. 1256-05-09
nij02-nijl_nijl_nijl_azumakagami_0000033993,建長六年八月十五日,C.E. 1254-09-28
nij02-nijl_nijl_nijl_azumakagami_0000006647,文治二年十一月二十四日,C.E. 1187-01-05
nij02-nijl_nijl_nijl_azumakagami_0000029605,宝治元年六月二十二日,C.E. 1247-07-25
